# Warm Earth raw-token baseline.
# Format: <raw usage hit><TAB><category><TAB><owner><TAB><expires><TAB><note>
# The raw usage hit must exactly match scripts/design/check-tokens.sh collect_usage_hits output.
# Expired entries, entries more than 250 days out, and duplicate hits fail check:design-tokens.
packages/admin/src/components/Hypercerts/ActiveListingsTable.tsx className="inline-flex items-center gap-1 rounded-md px-2.5 py-1.5 text-xs font-medium text-primary-base transition hover:bg-primary-lighter"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/CreateListingDialog.tsx <RiLoader4Line className="h-5 w-5 animate-spin text-primary-base" />	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/MarketplaceApprovalGate.tsx {approved && <RiCheckLine className="h-3 w-3 text-success-base" aria-hidden />}	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/MarketplaceApprovalGate.tsx {error && <p className="mt-3 text-xs text-error-base">{error.message}</p>}	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/Steps/HypercertPreview.tsx <RiFileTextLine className="mt-0.5 h-5 w-5 flex-shrink-0 text-primary-base" />	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/Steps/HypercertPreview.tsx className="mt-1 inline-block text-xs text-primary-base hover:underline"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/Steps/HypercertPreview.tsx className="text-xs text-primary-base hover:underline"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/Steps/MetadataEditor.tsx <RiCheckLine className="h-4 w-4 text-primary-base" />	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/Steps/MetadataEditor.tsx <RiFileTextLine className="mt-0.5 h-5 w-5 flex-shrink-0 text-primary-base" />	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/Steps/MetadataEditor.tsx <span className="ml-0.5 text-error-base" aria-hidden="true">	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/Steps/MetadataEditor.tsx <span className="text-error-base" aria-hidden="true">	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/Steps/MetadataEditor.tsx className="inline-flex items-center gap-0.5 rounded-full border border-dashed border-primary-light px-2 py-0.5 text-xs text-primary-base transition hover:border-primary-base hover:bg-primary-lighter"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/Steps/MetadataEditor.tsx className="inline-flex items-center gap-1.5 rounded-lg border border-dashed border-primary-light bg-primary-lighter/50 px-3 py-1.5 text-xs font-medium text-primary-base transition hover:border-primary-base hover:bg-primary-lighter"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/Steps/MintProgress.tsx className="inline-flex text-xs font-medium text-primary-base underline"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Hypercerts/TradeHistoryTable.tsx className="inline-flex items-center gap-0.5 text-xs text-primary-base transition hover:text-primary-darker"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Layout/AccountProfileAvatarEditor.tsx <p role="alert" className="text-sm text-error-base">	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Layout/AccountProfilePanel.stories.tsx className="flex w-full items-center justify-between rounded-full px-4 py-3 text-sm font-medium text-error-base transition-colors hover:bg-error-lighter"	storybook-fixture	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Layout/AccountProfilePanel.tsx "text-sm font-medium text-error-base transition-colors hover:bg-error-lighter"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Layout/ActionFlowShell.tsx "disabled:cursor-not-allowed disabled:opacity-50 disabled:hover:text-text-soft disabled:active:scale-100"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
packages/admin/src/components/Layout/ActionFlowShell.tsx "hover:text-text-sub active:scale-95",	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
packages/admin/src/components/Layout/ActionFlowStepper.tsx "-m-3 rounded-full p-3 transition-transform active:scale-95 focus-visible:outline-none focus-visible:ring-2 focus-visible:ring-[rgb(var(--tone-focus-ring,var(--primary-action)))] focus-visible:ring-offset-1";	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
packages/admin/src/components/Layout/ConnectShell.tsx {icon ?? <RiSeedlingLine className="h-7 w-7 text-primary-base" />}	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Layout/PageHeader.stories.tsx className="border-b-2 border-primary-base px-1 pb-2 text-sm font-medium text-primary-base"	storybook-fixture	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Layout/PageHeader.tsx className="flex h-9 w-9 flex-shrink-0 items-center justify-center rounded-lg border border-stroke-soft text-text-soft transition hover:text-text-sub active:scale-95 sm:h-10 sm:w-10"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
packages/admin/src/components/Shell/FabButton.tsx "active:scale-95 motion-reduce:active:scale-100",	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
packages/admin/src/components/Vault/DepositModal.tsx <p className="text-xs text-warning-base" role="alert">	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Vault/PositionCard.stories.tsx className="mt-1 inline-block text-left text-xs text-primary-base hover:underline"	storybook-fixture	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Vault/PositionCard.tsx className="mt-1 inline-flex items-center gap-1 text-xs text-primary-base hover:underline"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Vault/VaultContractDetails.stories.tsx const linkClass = "mt-0.5 inline-flex items-center gap-1 body-xs text-primary-base hover:underline";	storybook-fixture	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Vault/VaultContractDetails.tsx "mt-0.5 inline-flex items-center gap-1 body-xs text-primary-base hover:underline";	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Vault/VaultEventHistory.tsx className="text-primary-base hover:text-primary-darker"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/components/Vault/VaultEventHistory.tsx className="text-xs text-primary-base hover:text-primary-darker"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/views/Actions/GreenWillPanel.tsx <p className="text-sm text-error-base">	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/views/Actions/GreenWillPanel.tsx badgeLookupFeedback.tone === "error" ? "text-sm text-error-base" : "text-sm text-text-sub-600";	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/views/Community/Community.stories.tsx expectAllVisibleSelectorContrast(canvasElement, ".text-primary-base", {	storybook-fixture	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/views/Garden/Garden.stories.tsx expectAllVisibleSelectorContrast(canvasElement, ".text-primary-base", {	storybook-fixture	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/views/Garden/HypercertDetail.tsx <RiExchangeDollarLine className="h-4 w-4 text-primary-base" />	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/views/Garden/WorkDetail/ReviewForm.tsx className="text-xs text-error-base hover:text-error-dark"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/views/Garden/components/ImpactTab.tsx className="inline-flex items-center gap-1 text-xs font-medium text-primary-base hover:text-primary-darker"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/views/Garden/components/OverviewTab.tsx className="inline-flex items-center gap-1 text-xs font-medium text-primary-base hover:text-primary-darker"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: state text on -base step; write text-*-dark (PRD-644 round 2)
packages/admin/src/views/Hub/components/HubWorkCard.tsx "active:translate-y-0 motion-reduce:hover:translate-y-0 motion-reduce:active:translate-y-0 motion-reduce:transition-none",	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
packages/admin/src/views/Hub/components/MediaEvidence.tsx className="h-full w-full object-cover transition-transform group-hover:scale-105"	legacy-runtime	admin	2026-12-31	2026-08-29 admin audit: hover/press transform; replace with elevation step or 8% ink layer (PRD-644 round 2)
